3,NYPA_CABLE_AREA_AISMARKER_A
5,CABLE_AREA_MARKER_3
6,NYPA_CABLE_AREA_AISMARKER_D
9,CABLE_AREA_MARKER_7
10,NYPA_CABLE_AREA_AISMARKER_H
316003289,316003289
316003314,316003314
316003324,316003324
316003680,HUDSON_BAY_EXPLORER
316004170,316004170
316004202,316004202
316004370,316004370
316004410,316004410
316004539,316004539
316005178,316005178
316005396,316005396
316005417,316005417
316005494,316005494
316005495,316005495
316005559,316005559
316005581,316005581
316005622,316005622
316005715,316005715
316005717,316005717
316005721,316005721
316005729,316005729
316006074,316006074
316006910,316006910
316007017,EAST-WEST_DREAMS
316007349,316007349
316007594,316007594
316008357,316008357
316008564,316008564
316008772,316008772
316009090,316009090
316009345,316009345
316009547,316009547
316009640,316009640
316009842,316009842
316010415,316010415
316011116,316011116
316011408,316011408
316011461,316011461
316011730,316011730
316011746,316011746
316011860,316011860
316012053,316012053
316012308,316012308
316012470,316012470
316012810,ALEXA_DAWN
316012950,316012950
316013007,316013007
316013090,316013090
316013161,316013161
316013210,FUNDY_ROSE
316013350,DENTREMONT_1
316013590,316013590
316014339,316014339
316014646,316014646
316014995,316014995
316015121,316015121
316015562,316015562
316015632,316015632
316016013,316016013
316017707,C16611BC
316018327,316018327
316018477,316018477
316018634,316018634
316018772,316018772
316018851,316018851
316020878,316020878
316020947,CALYPSO
316021279,316021279
316021594,316021594
316022498,316022498
316022682,ATLANTIC_ANGLER
316023339,316023339
316023437,316023437
316023571,316023571
316023605,316023605
316023761,316023761
316023808,316023808
316024853,316024853
316026168,316026168
316026464,316026464
316026695,316026695
316027036,DUAL_VENTURE
316027369,316027369
316027662,PANTHERA
316027734,316027734
316027744,316027744
316027898,316027898
316028199,BLUES_TRAVELER
316028469,316028469
316028671,316028671
316029502,316029502
316029736,RARIN_TO_GO_III
316030238,316030238
316030804,316030804
316030857,316030857
316030972,316030972
316031215,316031215
316031266,316031266
316031352,316031352
316031481,316031481
316031552,316031552
316032474,316032474
316032477,316032477
316033312,316033312
316033316,316033316
316033399,316033399
316033898,316033898
316033899,316033899
316034219,316034219
316034372,316034372
316034818,316034818
316034903,PORT_LA_TOUR_PRIDE
316095000,DARA_DESGAGNES
316206000,316206000
316225000,316225000
316237000,316237000
319002900,319002900
319005500,319005500
319012000,319012000
319013100,319013100
319017100,319017100
319017900,319017900
319033400,319033400
319038700,319038700
319041200,319041200
319054800,319054800
319055800,319055800
319056200,319056200
319057800,319057800
319060400,319060400
319062800,319062800
319063600,319063600
319064400,WINDQUEST
319073000,319073000
319090900,319090900
319091200,319091200
319098900,319098900
319100800,319100800
319101000,319101000
319103000,319103000
319113700,319113700
319269000,319269000
319290000,319290000
319316000,319316000
319347000,319347000
319364000,319364000
319374000,319374000
319416000,319416000
319440000,319440000
319444000,319444000
319447000,319447000
319477000,319477000
319530000,319530000
319554000,319554000
319567000,319567000
319597000,319597000
319668000,319668000
319692000,319692000
319747000,319747000
319768000,NAVE_ARIADNE
319795000,319795000
319819000,319819000
319848000,319848000
319869000,319869000
319887000,319887000
319888000,RED_SKY
319934000,319934000
319982000,319982000
319990000,319990000
338001942,CONDOR
338011624,338011624
338013912,338013912
338013985,338013985
338018741,338018741
338019392,338019392
338021542,338021542
338023443,338023443
338025000,338025000
338025702,338025702
338027709,SANDMAN
338030084,338030084
338034333,338034333
338036806,338036806
338041291,338041291
338043114,338043114
338046282,NEW_FREEDOM
338047475,338047475
338047892,338047892
338048556,338048556
338049302,338049302
338055342,338055342
338056368,CARYS
338057391,SV_MILLIWOOLY
338060000,338060000
338060001,338060001
338066526,338066526
338069996,338069996
338070326,338070326
338070477,338070477
338073000,338073000
338073034,338073034
338073196,KARMA
338073787,MISS_LIZA
338074136,BOUT_F_IN_TIME
338075892,338075892
338077446,338077446
338078000,338078000
338079694,338079694
338080941,338080941
338085242,338085242
338085924,WARBIRD
338090175,338090175
338090227,338090227
338090228,338090228
338090232,338090232
338090233,338090233
338090687,338090687
338091809,VAGABOND
338092018,338092018
338093057,DOCKSIDE
338094631,338094631
338096309,338096309
338096321,338096321
338097258,HANK
338097273,338097273
338098495,338098495
338098839,NORTHERN_CROSS
338103773,338103773
338104509,338104509
338106642,338106642
338107389,338107389
338107415,338107415
338108739,338108739
338111149,338111149
338111671,PRIVATEER
338111997,338111997
338112627,338112627
338113645,338113645
338115022,338115022
338116466,338116466
338116897,338116897
338117303,PLANE_TO_SEA
338118581,338118581
338119352,338119352
338119699,338119699
338121187,338121187
338121199,338121199
338122689,338122689
338122814,338122814
338123469,KATHIE_M
338123612,338123612
338124935,338124935
338125243,338125243
338125429,338125429
338126507,338126507
338126791,338126791
338127553,338127553
338127983,338127983
338128422,TITAN
338129266,338129266
338129346,338129346
338130425,CRUZ_DEL_SUR
338131000,338131000
338131263,338131263
338131743,KALLISTO
338131787,338131787
338132083,338132083
338132223,338132223
338132803,338132803
338132853,338132853
338133641,338133641
338134852,338134852
338135457,338135457
338135536,338135536
338137357,338137357
338137906,338137906
338139461,338139461
338140284,FISH_TWO
338140783,338140783
338140807,KATAMY
338141868,338141868
338142839,338142839
338142939,338142939
338143158,338143158
338143242,338143242
338144032,338144032
338144229,338144229
338144542,338144542
338144974,338144974
338145362,338145362
338145465,338145465
338145636,SEA_WOLF
338145694,338145694
338145727,338145727
338146323,QUICK_WHIT_DD
338146939,338146939
338147538,338147538
338147573,338147573
338147966,338147966
338148844,338148844
338149622,338149622
338149652,338149652
338150128,KALEVALA_II
338150531,338150531
338150899,338150899
338151046,338151046
338152036,338152036
338152278,338152278
338154061,338154061
338155255,338155255
338157198,338157198
338158711,338158711
338158962,338158962
338159085,338159085
338159422,338159422
338159433,338159433
338160906,MARY_JEAN
338161102,338161102
338161454,TOO_ELUSIVE
338162825,338162825
338163209,338163209
338163681,338163681
338164079,KNOT_WORK
338164106,338164106
338165185,338165185
338166104,SCARLET_FEVER
338166987,338166987
338168604,338168604
338168984,SHEARWATER
338169074,338169074
338169096,338169096
338169433,338169433
338171012,338171012
338171596,338171596
338173004,338173004
338173213,338173213
338173269,338173269
338173285,INDEED
338174751,338174751
338174882,338174882
338175928,338175928
338176015,338176015
338176085,338176085
338176458,MERMAID
338178271,338178271
338179904,338179904
338180345,338180345
338180581,338180581
338180755,BLACKBIRD
338181257,338181257
338182243,NORTH_SEA_FD_74-20
338183105,CARDIAC-A-REST_V
338184066,338184066
338184072,338184072
338185423,338185423
338185466,MIZZ_RACHEL
338185508,338185508
338185659,338185659
338185711,338185711
338185842,338185842
338186056,338186056
338186356,338186356
338186406,338186406
338186777,338186777
338186936,338186936
338188204,338188204
338188541,338188541
338188876,338188876
338189000,338189000
338189196,338189196
338190031,338190031
338190282,338190282
338190506,338190506
338191764,338191764
338192166,338192166
338192597,338192597
338192884,PRIORITY
338193455,SOLSTICE
338195724,338195724
338196937,SEA_VINES
338197206,338197206
338198163,338198163
338198508,EL_DIABLO
338199175,338199175
338200328,338200328
338200899,338200899
338202074,338202074
338202238,338202238
338202599,338202599
338203000,338203000
338203382,338203382
338203701,338203701
338203708,JEAN_MARIE
338204856,338204856
338205084,338205084
338205971,338205971
338206158,338206158
338208175,338208175
338209398,338209398
338210326,338210326
338212484,338212484
338212801,LORI_ANN
338213153,338213153
338213323,338213323
338213534,338213534
338214000,338214000
338214665,338214665
338214716,338214716
338215055,KAYLA
338215225,338215225
338215625,338215625
338215647,338215647
338216045,338216045
338216242,CRUZ-N-CAST
338217307,SPARHAWK
338218482,338218482
338218671,BOOZER_CRUISER
338218769,SOUTHERN_DELITE
338219285,338219285
338219476,REMEDY
338222451,338222451
338224000,338224000
338225203,338225203
338225228,YES_DEAR
338225606,338225606
338226033,338226033
338226476,338226476
338227605,338227605
338227756,338227756
338228063,338228063
338228458,338228458
338228588,338228588
338229321,338229321
338229553,338229553
338229693,338229693
338230062,338230062
338230257,338230257
338230859,338230859
338231269,338231269
338232203,ZEPHYR
338232998,338232998
338233317,338233317
338233672,338233672
338233779,338233779
338234027,338234027
338234029,338234029
338234086,338234086
338234811,GLEDE_II
338235165,338235165
338236042,338236042
338236583,338236583
338237576,338237576
338238049,338238049
338238642,338238642
338238749,338238749
338239429,338239429
338239559,338239559
338239846,338239846
338239867,338239867
338240138,338240138
338240311,338240311
338240384,MARIANNE
338240447,338240447
338240466,338240466
338240791,338240791
338240842,338240842
338242602,KING_ME
338243495,338243495
338244379,338244379
338244502,338244502
338244547,338244547
338252755,338252755
338252922,NICHALSA
338253163,338253163
338253174,338253174
338253178,338253178
338253346,UNFORGETTABLE
338253814,338253814
338254213,338254213
338254808,338254808
338254966,338254966
338297000,338297000
338329000,338329000
338343000,338343000
338351000,338351000
338403000,338403000
338467000,338467000
338495000,338495000
338533000,338533000
338554000,338554000
338688800,338688800
338701000,338701000
338714000,338714000
338862000,338862000
338871000,338871000
338897000,338897000
338902000,338902000
338926109,338926109
338926124,338926124
338926139,338926139
338926143,338926143
338990000,338990000
339310000,339310000
339433000,339433000
339437000,339437000
339459000,339459000
339474000,339474000
339494000,339494000
339544000,339544000
339571000,339571000
339646000,339646000
339901000,339901000
351225000,351225000
351849000,351849000
352057000,352057000
352631000,352631000
352801000,FREEDOM_ACE
352822000,352822000
352861000,352861000
353414000,353414000
353428000,353428000
353576000,353576000
353691000,353691000
353804000,353804000
354499000,354499000
354643000,HONG_SHENG
354648000,354648000
354828000,354828000
354951000,354951000
355216000,355216000
355581000,355581000
355768000,355768000
356093000,356093000
356626000,356626000
356701000,356701000
357191000,357191000
357506000,357506000
357795000,357795000
365945334,365945334
366047000,366047000
366053209,366053209
366088000,366088000
366103960,366103960
366116880,BLACKWATCH
366122640,366122640
366186640,366186640
366207650,366207650
366218620,366218620
366222630,366222630
366238690,366238690
366238710,366238710
366273000,366273000
366308790,366308790
366336000,366336000
366381650,366381650
366398180,366398180
366435740,366435740
366495000,OVERSEAS_CHINOOK
366515000,366515000
366516370,366516370
366516380,366516380
366528530,JATOMA
366549190,366549190
366553750,366553750
366556140,366556140
366588000,366588000
366609000,366609000
366629680,366629680
366643140,366643140
366648910,366648910
366651000,366651000
366659730,366659730
366666180,366666180
366693850,366693850
366695940,366695940
366702000,366702000
366705000,366705000
366709000,366709000
366709770,366709770
366709780,366709780
366710820,366710820
366715730,366715730
366725230,366725230
366727190,366727190
366733250,366733250
366736360,366736360
366739920,366739920
366739960,366739960
366740280,366740280
366741180,366741180
366744010,366744010
366744020,MARY_ALICE
366751060,366751060
366752970,366752970
366755020,366755020
366755160,366755160
366757430,366757430
366757740,366757740
366757950,366757950
366759130,366759130
366759530,366759530
366760610,366760610
366760670,366760670
366760710,366760710
366762780,366762780
366764000,366764000
366764730,366764730
366764740,366764740
366765570,366765570
366766850,366766850
366767340,366767340
366770000,366770000
366771550,366771550
366772750,366772750
366772980,366772980
366773030,366773030
366773040,366773040
366773060,366773060
366773090,366773090
366774330,366774330
366778450,366778450
366779420,366779420
366782000,CHESAPEAKE_COAST
366785220,366785220
366798220,366798220
366803040,366803040
366804020,366804020
366805550,366805550
366805760,366805760
366810650,366810650
366812330,366812330
366816340,366816340
366820360,366820360
366822910,366822910
366824910,366824910
366825190,366825190
366828620,366828620
366829480,366829480
366832740,366832740
366833580,366833580
366834000,366834000
366834150,366834150
366834160,366834160
366834170,DOUGLAS_B_GURIAN
366834180,366834180
366834640,366834640
366836590,366836590
366841360,366841360
366843360,ARGENT
366844270,366844270
366846920,366846920
366847780,366847780
366851670,366851670
366851680,366851680
366853070,366853070
366853410,366853410
366853420,366853420
366854860,366854860
366856070,366856070
366857940,366857940
366859760,366859760
366862670,366862670
366862680,366862680
366863870,366863870
366864850,366864850
366866750,366866750
366868360,366868360
366869580,366869580
366870980,366870980
366874960,366874960
366874980,366874980
366875020,366875020
366877380,366877380
366882830,366882830
366883990,366883990
366884150,366884150
366885520,366885520
366886630,366886630
366887190,366887190
366888830,366888830
366888910,366888910
366889000,366889000
366892350,366892350
366893340,366893340
366896060,366896060
366896710,366896710
366897510,366897510
366897820,366897820
366897890,366897890
366897920,366897920
366898190,366898190
366898310,DREAMCATCHER
366898420,366898420
366898520,366898520
366899750,366899750
366900190,366900190
366900670,366900670
366901950,366901950
366902120,366902120
366902320,366902320
366902330,366902330
366902340,366902340
366902350,366902350
366902360,366902360
366906550,366906550
366908090,366908090
366909530,366909530
366909730,366909730
366909810,366909810
366910240,LAZY_BONES
366910880,366910880
366910960,366910960
366910990,366910990
366911660,366911660
366914180,366914180
366914210,366914210
366915580,366915580
366916420,366916420
366917530,366917530
366917970,366917970
366918450,366918450
366919050,366919050
366920910,366920910
366920940,TARPON
366921780,366921780
366923440,CAROL_JEAN
366924720,366924720
366925620,366925620
366926920,366926920
366929210,LAMA_LO
366929710,366929710
366929730,366929730
366929750,366929750
366934440,366934440
366934480,366934480
366934810,366934810
366934890,366934890
366935150,366935150
366935380,366935380
366938440,366938440
366938770,366938770
366938840,366938840
366939080,366939080
366939130,366939130
366939710,366939710
366939780,366939780
366939790,366939790
366939820,366939820
366940990,366940990
366943490,366943490
366943770,366943770
366945680,366945680
366946090,366946090
366946170,366946170
366946710,366946710
366946760,366946760
366947510,366947510
366948020,366948020
366950450,366950450
366951110,366951110
366951140,366951140
366951230,366951230
366952310,366952310
366952340,366952340
366952790,366952790
366952870,366952870
366952890,366952890
366953010,366953010
366953850,366953850
366953890,366953890
366953930,366953930
366953940,366953940
366953970,366953970
366954127,366954127
366954190,366954190
366954420,366954420
366955140,366955140
366955430,366955430
366955460,366955460
366956790,366956790
366957240,366957240
366958910,366958910
366959090,366959090
366959550,366959550
366961250,366961250
366961430,366961430
366961440,366961440
366961650,366961650
366961890,366961890
366962130,366962130
366962380,366962380
366963170,366963170
366965960,366965960
366967350,366967350
366967480,366967480
366968070,ZODIAC
366969000,366969000
366969740,366969740
366969970,366969970
366970020,366970020
366970360,366970360
366970780,366970780
366970790,366970790
366971280,366971280
366971370,366971370
366971540,366971540
366971980,366971980
366972270,366972270
366972410,366972410
366972950,366972950
366973590,366973590
366973710,366973710
366974320,366974320
366975740,366975740
366975750,366975750
366976260,366976260
366976330,366976330
366976720,366976720
366976920,366976920
366978460,366978460
366979030,366979030
366979040,366979040
366980170,366980170
366980210,366980210
366980230,366980230
366981160,366981160
366981390,366981390
366982280,366982280
366982330,366982330
366983260,366983260
366983440,366983440
366983480,366983480
366983530,366983530
366983830,366983830
366983940,366983940
366984110,366984110
366984320,366984320
366984440,366984440
366984940,366984940
366985000,366985000
366985270,366985270
366985290,366985290
366985310,366985310
366986310,366986310
366986320,366986320
366986380,366986380
366986670,366986670
366986810,366986810
366987610,366987610
366988070,366988070
366988110,366988110
366988240,366988240
366988420,C_ANGELO
366988440,366988440
366988620,366988620
366989380,366989380
366989820,366989820
366990540,366990540
366990550,366990550
366990560,366990560
366990570,366990570
366990610,366990610
366990620,366990620
366990630,366990630
366990790,366990790
366991260,366991260
366991610,ENTERPRISE
366991810,CITY_OF_CLEVELAND
366992040,366992040
366993010,366993010
366993070,366993070
366993270,366993270
366993380,366993380
366993560,366993560
366993620,366993620
366993790,366993790
366993810,366993810
366993880,MISTER_T
366993970,BUCHANAN12
366994750,366994750
366995040,366995040
366995130,366995130
366995240,366995240
366995450,366995450
366995570,366995570
366995590,366995590
366995840,366995840
366996140,366996140
366996280,366996280
366996460,366996460
366996570,366996570
366996710,366996710
366996760,366996760
366997280,366997280
366997420,366997420
366997630,366997630
366997820,366997820
366997850,366997850
366997930,366997930
366998120,366998120
366998170,366998170
366998820,ST__ANDREWS
366999275,366999275
366999282,KENOSHA
366999411,366999411
366999413,366999413
366999423,366999423
366999444,366999444
366999513,366999513
366999597,366999597
366999618,366999618
366999629,366999629
366999630,366999630
366999636,366999636
366999649,366999649
366999652,366999652
366999656,366999656
366999713,366999713
366999891,366999891
366999892,366999892
366999972,366999972
366999975,366999975
366999976,366999976
366999982,366999982
366999983,366999983
367000110,367000110
367000140,367000140
367000150,367000150
367000930,367000930
367000980,367000980
367001070,367001070
367001510,367001510
367001660,367001660
367001670,367001670
367001740,367001740
367001830,367001830
367001890,367001890
367001990,367001990
367002220,367002220
367002350,367002350
367002660,367002660
367003170,367003170
367003220,367003220
367003250,367003250
367003310,367003310
367003390,367003390
367003490,367003490
367003520,367003520
367004110,367004110
367004120,367004120
367004510,367004510
367004580,367004580
367004610,367004610
367004890,367004890
367005190,367005190
367005220,367005220
367005260,367005260
367005480,367005480
367005710,367005710
367005920,367005920
367006230,367006230
367006280,367006280
367006310,367006310
367006330,367006330
367006410,367006410
367006540,367006540
367006570,367006570
367006610,367006610
367006620,367006620
367006640,367006640
367008020,367008020
367008110,367008110
367008230,367008230
367009930,367009930
367010190,ATLANTIS
367010390,367010390
367010420,367010420
367010820,367010820
367011510,367011510
367013060,367013060
367013240,367013240
367014210,367014210
367015670,367015670
367015880,367015880
367015890,367015890
367016470,367016470
367016520,367016520
367016920,367016920
367018850,367018850
367019970,367019970
367020720,367020720
367021170,367021170
367022790,QUENAMES
367023470,367023470
367024080,367024080
367025570,GYPSY_WIND
367026560,367026560
367026710,367026710
367029000,367029000
367029020,367029020
367029470,367029470
367030980,367030980
367032310,367032310
367032680,367032680
367032710,STARSTREAM_VIII
367033250,367033250
367033480,367033480
367036190,367036190
367036310,367036310
367037310,367037310
367038440,367038440
367039480,367039480
367039650,367039650
367039780,367039780
367039890,367039890
367039940,367039940
367042740,367042740
367044720,367044720
367045150,367045150
367045440,367045440
367045620,367045620
367047080,367047080
367047170,367047170
367047270,367047270
367050080,367050080
367050550,367050550
367051230,367051230
367051340,367051340
367051920,367051920
367052120,367052120
367052130,367052130
367053940,367053940
367054050,367054050
367054850,367054850
367054980,367054980
367056030,367056030
367056060,367056060
367057240,367057240
367057380,367057380
367057530,367057530
367057660,367057660
367057830,367057830
367058210,367058210
367059240,MISS_ELLIS_ISLAND
367059250,367059250
367059260,367059260
367059280,367059280
367059290,367059290
367060270,HELEN_PARKER
367061610,367061610
367061980,367061980
367063240,367063240
367064160,367064160
367064470,367064470
367066070,367066070
367066970,367066970
367070910,367070910
367071960,367071960
367072930,367072930
367073370,367073370
367073380,367073380
367073540,367073540
367073740,367073740
367074110,367074110
367074460,367074460
367074840,367074840
367074940,367074940
367077480,367077480
367077580,367077580
367077850,367077850
367077960,367077960
367078250,367078250
367078850,367078850
367079430,367079430
367079960,367079960
367080420,367080420
367080670,367080670
367081060,367081060
367081140,367081140
367082540,367082540
367082860,367082860
367082880,367082880
367083670,367083670
367085280,367085280
367085290,367085290
367086140,367086140
367086740,367086740
367086890,367086890
367087240,PARK_CITY
367087370,367087370
367088480,367088480
367089020,367089020
367090680,367090680
367091040,367091040
367091120,367091120
367091540,367091540
367091630,367091630
367092210,367092210
367092610,367092610
367092680,367092680
367092740,367092740
367093520,367093520
367094360,367094360
367095720,367095720
367097920,367097920
367098550,367098550
367099580,367099580
367099660,367099660
367100960,367100960
367101920,367101920
367102530,367102530
367104030,367104030
367104180,MICHELE_JEANNE
367104480,367104480
367104520,MV_CUTTYHUNK
367105730,367105730
367105860,367105860
367106130,367106130
367106680,367106680
367107060,367107060
367107280,367107280
367107990,367107990
367108460,367108460
367108750,367108750
367109430,367109430
367110160,367110160
367111111,367111111
367111870,367111870
367112070,367112070
367112510,367112510
367112630,367112630
367113120,367113120
367113320,367113320
367113460,367113460
367114690,367114690
367114830,367114830
367116420,367116420
367117430,367117430
367119040,367119040
367119340,367119340
367119560,367119560
367120350,367120350
367120530,367120530
367120740,367120740
367121000,367121000
367122360,367122360
367122630,367122630
367122660,367122660
367123000,367123000
367124050,367124050
367126410,367126410
367127950,367127950
367128570,367128570
367130870,367130870
367130910,367130910
367130960,367130960
367131260,367131260
367132160,367132160
367132730,367132730
367133230,367133230
367133950,367133950
367134010,ED_ROGOWSKY
367135050,367135050
367135070,367135070
367135520,367135520
367136570,367136570
367136690,367136690
367138530,367138530
367138710,367138710
367138760,367138760
367139590,367139590
367141180,367141180
367141250,367141250
367141370,367141370
367143550,367143550
367143670,367143670
367143860,367143860
367144480,IMAGINE
367144530,367144530
367145680,367145680
367145870,367145870
367146360,367146360
367146780,367146780
367147430,367147430
367148660,367148660
367148760,367148760
367148860,367148860
367149890,367149890
367151450,367151450
367151730,367151730
367152240,367152240
367152910,367152910
367153430,367153430
367153930,367153930
367154620,367154620
367155110,367155110
367155670,367155670
367156470,367156470
367156540,367156540
367156850,367156850
367156970,367156970
367158530,367158530
367159020,367159020
367159670,367159670
367159740,367159740
367159840,367159840
367160320,367160320
367160740,367160740
367161430,367161430
367161940,367161940
367163370,367163370
367164250,367164250
367164660,367164660
367165430,367165430
367165450,367165450
367166260,367166260
367166280,367166280
367168370,367168370
367168640,367168640
367170890,367170890
367171010,367171010
367171270,367171270
367171930,367171930
367172030,367172030
367172330,LYNLEY_III
367174060,EAGLE
367174390,367174390
367174730,367174730
367175590,367175590
367175640,367175640
367175780,367175780
367177370,367177370
367177610,367177610
367177810,367177810
367177840,367177840
367178220,367178220
367178540,367178540
367179650,367179650
367179990,367179990
367180790,367180790
367181750,367181750
367181880,367181880
367182840,367182840
367183330,367183330
367184660,367184660
367184740,367184740
367186370,HMS_LIBERTY
367186380,367186380
367186840,367186840
367187770,367187770
367189020,367189020
367189570,367189570
367189580,367189580
367190210,367190210
367190470,367190470
367191190,367191190
367191620,367191620
367191630,367191630
367192060,367192060
367192710,367192710
367192870,367192870
367192940,367192940
367193150,367193150
367193190,367193190
367193780,367193780
367195440,367195440
367197480,367197480
367198950,367198950
367241000,367241000
367286000,367286000
367287000,367287000
367297000,367297000
367299650,367299650
367300830,367300830
367300850,367300850
367301030,367301030
367301110,367301110
367301480,367301480
367302270,367302270
367302380,367302380
367303000,367303000
367303910,367303910
367304010,367304010
367304020,367304020
367304530,367304530
367305040,M_V__BLOCK_ISLAND
367305920,367305920
367306240,367306240
367306390,367306390
367306470,367306470
367306920,367306920
367307370,367307370
367309740,PACIFIC_HORIZON
367309860,367309860
367310080,F/V_DINAH_JANE
367310140,367310140
367310560,367310560
367311490,367311490
367311840,367311840
367312010,367312010
367312660,367312660
367312670,367312670
367312940,367312940
367313160,367313160
367314120,367314120
367314480,367314480
367314640,367314640
367315470,367315470
367316420,367316420
367316480,367316480
367316510,367316510
367317630,367317630
367317850,367317850
367318550,367318550
367318750,367318750
367320410,367320410
367320710,367320710
367323780,367323780
367324580,367324580
367326210,367326210
367326480,367326480
367327040,367327040
367327120,367327120
367327330,367327330
367327540,367327540
367327910,367327910
367328710,367328710
367328780,367328780
367328790,367328790
367330830,367330830
367330890,367330890
367334490,367334490
367334890,367334890
367334910,367334910
367334950,367334950
367335260,367335260
367335930,367335930
367336380,367336380
367336720,367336720
367337690,367337690
367338610,367338610
367339560,367339560
367340480,367340480
367340680,367340680
367341190,367341190
367342230,367342230
367342330,367342330
367343530,367343530
367344140,367344140
367344610,367344610
367344920,367344920
367345940,367345940
367346050,367346050
367347130,367347130
367347150,367347150
367347420,367347420
367347650,SEASTREAK_WALLSTREET
367347670,367347670
367348005,367348005
367349170,367349170
367350190,367350190
367350310,367350310
367350650,367350650
367350750,367350750
367351520,367351520
367351820,367351820
367351950,367351950
367353070,367353070
367353110,367353110
367353660,367353660
367354350,367354350
367354360,367354360
367355000,367355000
367356550,367356550
367356580,367356580
367356690,F/V_TRIUNFO
367357390,367357390
367357890,367357890
367358330,367358330
367359930,367359930
367360380,367360380
367360480,367360480
367360960,367360960
367360980,367360980
367361120,367361120
367361620,367361620
367362110,367362110
367362680,367362680
367363000,367363000
367363390,367363390
367363590,367363590
367363686,367363686
367364440,367364440
367365310,367365310
367367270,367367270
367367430,367367430
367367470,367367470
367367970,367367970
367368750,367368750
367368820,367368820
367369060,367369060
367369570,367369570
367369990,MAGIC
367370010,367370010
367370870,367370870
367371230,367371230
367371790,367371790
367371810,367371810
